temp,gain
22.318962698800675,0.0
22.352761930138435,1.0
22.352761930138435,0.6882528027903935
22.352761930138435,0.6882534910418197
22.352761930138435,0.688254179293246
22.386561501328426,0.6578352504317185
22.386561501328426,0.6852135883050765
22.386561501328426,0.6852142735145414
22.42036141238116,0.6547950357345554
22.42036141238116,0.6821736458547413
22.42036141238116,0.6821743280222141
22.42036141238116,0.6821750101896871
22.454161663307143,0.6517554634817507
22.454161663307143,0.6791343458572491
22.48796225411615,0.6487144902125388
22.521763184818692,0.6456728041768626
22.521763184818692,0.6730522310872336
22.521763184818692,0.6730529041285468
22.555564455425277,0.6426324305818197
22.589366065945672,0.6395906772618514
22.589366065945672,0.6669706487404258
22.623168016390387,0.6365495572550606
22.656970306769566,0.633507736646692
22.690772937093712,0.6304658823925303
22.724575907372596,0.6274239944922612
22.758379217617108,0.6243820729439674
22.79218286783738,0.6213401177473198
22.825986858042803,0.6182981289020405
22.859791188245016,0.6152561064052361
22.893595858453402,0.6122140502578528
22.927400868678106,0.6091719604583343
22.96120621892964,0.6061298370054043
23.028817939554866,0.5726622495528283
23.028817939554866,0.6274283706656472
23.096431020410563,0.566577219216728
23.130238070950185,0.5909180875027567
23.16404546157896,0.5878757621098596
23.19785319230591,0.5848334030581277
23.265469674097123,0.5513634374425943
23.333087516406795,0.5452773296368942
23.333087516406795,0.6000483819298528
23.40070671931604,0.5391916932479272
23.468327282907836,0.5331053282223448
23.502138074985034,0.5574488566697945
23.569760679754225,0.5239758326815911
23.603572492466494,0.5483200867820694
23.63738464541098,0.545277290064353
23.70500997203753,0.5118029065345922
23.73882314574024,0.5361481282755755
23.806450513975243,0.502672724982724
23.874079243385797,0.4965855881164445
23.907894118557486,0.5209320195740023
23.975524889885136,0.4874549164709456
24.009340786061372,0.5118020738470589
24.076973599490856,0.478323950735651
24.11079051676438,0.5026718340962156
24.178425372480806,0.4691926908847008
24.246061589824496,0.463104846260143
24.27988020913247,0.4874539397421349
24.347518469071375,0.4539730961599204
24.415158090843303,0.44788492975146843
24.448978412442557,0.4722352335393441
24.51662007711872,0.43875268933038636
24.550441420215904,0.4631037193908849
24.618085127980663,0.42962015468365927
24.651907492668894,0.4539719110820324
24.71955324370774,0.42048732578474585
24.787200357032063,0.414398451286288
24.821024424577047,0.43875141839630605
24.888673581484102,0.4052651319107707
24.922498670866826,0.42961882553615405
24.99014987154172,0.3961315182152662
25.023975982854925,0.4204859384222097
25.05780243483177,0.41744172660452344
25.159283834849315,0.35350832835443424
25.159283834849315,0.4357086980330999
25.260768301213638,0.34437310483606265
25.294597138126996,0.39612999285539924
25.362255834202596,0.3626389416841536
25.396085693385494,0.38699602659306936
25.46374643409405,0.353503954156339
25.497577315639607,0.3778617659573069
25.56524010116622,0.3443686721636468
25.599072005167184,0.3687272109228582
25.666736835696977,0.33523309568050863
25.700569762246086,0.35959236146416373
25.768236637964918,0.32609722468069674
25.80207058715492,0.3504572175555967
25.869739508247527,0.3169610591395946
25.903574480171162,0.34132177917163187
25.971245446823787,0.3078245990303245
26.005081441573424,0.332186046286947
26.072754453971175,0.298687844328276
26.10659147164031,0.32305001887500007
26.140428830302767,0.3200047277521945
26.20810457064968,0.2865051632271503
26.241942952354794,0.310868307598683
26.275781675094525,0.3078228814937164
26.34346014372065,0.2743219542379708
26.377299889626947,0.29868606855247787
26.411139976609544,0.2956405074496421
26.478821173844555,0.2621382173001301
26.51266228411725,0.28650330167545646
26.546503735507546,0.2834576055597392
26.614187661681115,0.24995395235277656
26.648030136485417,0.27432000690678265
26.68187295244825,0.27127417576315366
26.71571610958012,0.2682283108599116
26.783403447391922,0.2347229535997975
26.817247628092503,0.25909022104454776
26.851092150003428,0.2560442210938913
26.884937013134834,0.25299818737914376
26.95262776310078,0.21949112580973454
26.986473649955588,0.24385960633019238
27.020319878072186,0.24081343754886073
27.088013358132795,0.20730501234755544
27.12186061009708,0.23167446346133624
27.15570820336446,0.228628159598029
27.189556137945434,0.22558182196167453
27.223404413850155,0.22253545055161952
27.25725303108875,0.21948904536693284
27.291101989672114,0.21644260640599083
27.358800930912945,0.18293145344968292
27.392650913591442,0.20730284610552677
27.426501237655632,0.20425627203222693
27.46035190311603,0.20120966417819036
27.494202909982775,0.1981630225427821
27.494202909982775,0.22558256362658277
27.561905947976605,0.1646500488606003
27.595757979124347,0.1890228979844171
